"coor";"lat";"lon"
"X210750";"33.0630";"35.22100"
"X210752";"33.0630";"35.22100"
"X210753";"33.0653";"35.21730"
"X210800";"33.0565";"35.43410"
"X210801";"33.0601";"35.43310"
"X210803";"33.0511";"35.42370"
"X210900";"33.0490";"35.30880"
"X210901";"33.0441";"35.31520"
"X210902";"33.0441";"35.31520"
"X210903";"33.0477";"35.31320"
"X210950";"33.0488";"35.48620"
"X210970";"33.0514";"35.49960"
"X211000";"33.0349";"35.32420"
"X211010";"33.0420";"35.35660"
"X211020";"33.0383";"35.26960"
"X211030";"33.0387";"35.28640"
"X211032";"33.0380";"35.28470"
"X211050";"33.0286";"35.39550"
"X211051";"33.0286";"35.39550"
"X211100";"33.0198";"35.15090"
"X211150";"33.0288";"35.25310"
"X211152";"33.0263";"35.25330"
"X211200";"33.0161";"35.26380"
"X211250";"33.0170";"35.34680"
"X211251";"33.0161";"35.34730"
"X211253";"33.0155";"35.34440"
"X211298";"33.0049";"35.21570"
"X211299";"33.0053";"35.21730"
"X211300";"33.0053";"35.21350"
"X211320";"33.0115";"35.39010"
"X211325";"33.0115";"35.39000"
"X211350";"32.9959";"35.22980"
"X211400";"32.9738";"35.33600"
"X211401";"32.9779";"35.33680"
"X211415";"32.9918";"35.31200"
"X211450";"32.9840";"35.25130"
"X211465";"32.9793";"35.27890"
"X211470";"32.9802";"35.30980"
"X211471";"32.9802";"35.31040"
"X211472";"32.9802";"35.31040"
"X211500";"32.9769";"35.33660"
"X211600";"32.9866";"35.44160"
"X211605";"32.9905";"35.43670"
"X211700";"32.9836";"35.50360"
"X211750";"32.9788";"35.50160"
"X211780";"32.9749";"35.47100"
"X211782";"32.9933";"35.47620"
"X211850";"32.9707";"35.49590"
"X211890";"32.9800";"35.50700"
"X211900";"32.9800";"35.50700"
"X211920";"32.9620";"35.30280"
"X211940";"32.9662";"35.36850"
"X211941";"32.9634";"35.37720"
"X211950";"32.9589";"35.38410"
"X211960";"32.9596";"35.38560"
"X212000";"32.9689";"35.49330"
"X212050";"32.9684";"35.53760"
"X212100";"32.9697";"35.53550"
"X212120";"32.9702";"35.54570"
"X212121";"32.9702";"35.54570"
"X212150";"32.9566";"35.16270"
"X212168";"32.9566";"35.32690"
"X212169";"32.9560";"35.32880"
"X212170";"32.9560";"35.32900"
"X212171";"32.9560";"35.32870"
"X212200";"32.9548";"35.21250"
"X212220";"32.9439";"35.25480"
"X212230";"32.9487";"35.42430"
"X212350";"32.9400";"35.44320"
"X212351";"32.9362";"35.44990"
"X212352";"32.9372";"35.45590"
"X212400";"32.9352";"35.31710"
"X212450";"32.9382";"35.36390"
"X212499";"32.9363";"35.42050"
"X212500";"32.9357";"35.42080"
"X212550";"32.9446";"35.43590"
"X212600";"32.9321";"35.43380"
"X212601";"32.9322";"35.43300"
"X212650";"32.9291";"35.54280"
"X212651";"32.9297";"35.54270"
"X212670";"32.9131";"35.51640"
"X212690";"32.9341";"35.27130"
"X212695";"32.9295";"35.24420"
"X212696";"32.9262";"35.24280"
"X212700";"32.9206";"35.25310"
"X212701";"32.9206";"35.25310"
"X212720";"32.9124";"35.30550"
"X212721";"32.9124";"35.30550"
"X212800";"32.9195";"35.39630"
"X212802";"32.9195";"35.39630"
"X212820";"32.8985";"35.47290"
"X212830";"32.9129";"35.55210"
"X212840";"32.9058";"35.32610"
"X212845";"32.8844";"35.30150"
"X212846";"32.8845";"35.30120"
"X212850";"32.8898";"35.40480"
"X212870";"32.8806";"35.49460"
"X212900";"32.8967";"35.17560"
"X212901";"32.8967";"35.17560"
"X212950";"32.8797";"35.49810"
"X212975";"32.8764";"35.24450"
"X212980";"32.8777";"35.27070"
"X212990";"32.8764";"35.18470"
"X213000";"32.8655";"35.29580"
"X213005";"32.8655";"35.29260"
"X213010";"32.8571";"35.27920"
"X213049";"32.8628";"35.36420"
"X213050";"32.8628";"35.36420"
"X213052";"32.8621";"35.37410"
"X213053";"32.8621";"35.37410"
"X213054";"32.8627";"35.37410"
"X213070";"32.8516";"35.40660"
"X213071";"32.8514";"35.40630"
"X213095";"32.8566";"35.19320"
"X213100";"32.8512";"35.20710"
"X213101";"32.8512";"35.20710"
"X213119";"32.8456";"35.36660"
"X213120";"32.8461";"35.37050"
"X213130";"32.8456";"35.36030"
"X213150";"32.8515";"35.33850"
"X213160";"32.8487";"35.24790"
"X213165";"32.8443";"35.25280"
"X213170";"32.8367";"35.27230"
"X213171";"32.8367";"35.27230"
"X213172";"32.8376";"35.27160"
"X213173";"32.8376";"35.27180"
"X213180";"32.8381";"35.20070"
"X213200";"32.8393";"35.39880"
"X213201";"32.8340";"35.40050"
"X213210";"32.8437";"35.42340"
"X213211";"32.8437";"35.42340"
"X213212";"32.8442";"35.42290"
"X213220";"32.8272";"35.25140"
"X213221";"32.8268";"35.25300"
"X213240";"32.8272";"35.23200"
"X213250";"32.8101";"35.26050"
"X213350";"32.8130";"35.48690"
"X213400";"32.8061";"35.16970"
"X213401";"32.8052";"35.17080"
"X213450";"32.7998";"35.50440"
"X213451";"32.7999";"35.50010"
"X213500";"32.7896";"35.26370"
"X213550";"32.7988";"35.30480"
"X213598";"32.7878";"35.44060"
"X213599";"32.7878";"35.44070"
"X213600";"32.7860";"35.43880"
"X213650";"32.7913";"35.50820"
"X213651";"32.7895";"35.50820"
"X213652";"32.7904";"35.51080"
"X213679";"32.7817";"35.32990"
"X213680";"32.7803";"35.32990"
"X213681";"32.7806";"35.32750"
"X213700";"32.7771";"35.37790"
"X213702";"32.7771";"35.37790"
"X213750";"32.7734";"35.42380"
"X213770";"32.7745";"35.16660"
"X213775";"32.7604";"35.17660"
"X213780";"32.7682";"35.24770"
"X213800";"32.7682";"35.24340"
"X213850";"32.7543";"35.40760"
"X213851";"32.7543";"35.40760"
"X213880";"32.7622";"35.53660"
"X213881";"32.7655";"35.53310"
"X213894";"32.7580";"35.29820"
"X213895";"32.7581";"35.29820"
"X213900";"32.7497";"35.23590"
"X213901";"32.7492";"35.23620"
"X213905";"32.7569";"35.22310"
"X213950";"32.7528";"35.27860"
"X214000";"32.7492";"35.27860"
"X214050";"32.7474";"35.33940"
"X214052";"32.7444";"35.34600"
"X214100";"32.7500";"35.42270"
"X214101";"32.7525";"35.42590"
"X214140";"32.7431";"35.47970"
"X214150";"32.7510";"35.47840"
"X214200";"32.7439";"35.50330"
"X214201";"32.7435";"35.50370"
"X214202";"32.7433";"35.50380"
"X214250";"32.7357";"35.19110"
"X214251";"32.7323";"35.18920"
"X214252";"32.7365";"35.19170"
"X214300";"32.7456";"35.27650"
"X214301";"32.7456";"35.27700"
"X214400";"32.7294";"35.14740"
"X214450";"32.7294";"35.17080"
"X214451";"32.7294";"35.17080"
"X214500";"32.7335";"35.54640"
"X214550";"32.7222";"35.11000"
"X214580";"32.7226";"35.13570"
"X214600";"32.7213";"35.14420"
"X214649";"32.7239";"35.35430"
"X214650";"32.7239";"35.35430"
"X214700";"32.7199";"35.39400"
"X214701";"32.7151";"35.39450"
"X214750";"32.7235";"35.43940"
"X214790";"32.7191";"35.46890"
"X214800";"32.7255";"35.46420"
"X214810";"32.7243";"35.47550"
"X214850";"32.7177";"35.25990"
"X214900";"32.7096";"35.29670"
"X214950";"32.7129";"35.49630"
"X215000";"32.7078";"35.12390"
"X215050";"32.7019";"35.21670"
"X215051";"32.7060";"35.22170"
"X215100";"32.7005";"35.27220"
"X215150";"32.7001";"35.28600"
"X215200";"32.7005";"35.29560"
"X215250";"32.7073";"35.30630"
"X215300";"32.7050";"35.30100"
"X215350";"32.7064";"35.32230"
"X215351";"32.7054";"35.32090"
"X215400";"32.7058";"35.40650"
"X215401";"32.7008";"35.40870"
"X215402";"32.7053";"35.40690"
"X215403";"32.7053";"35.40690"
"X215450";"32.7038";"35.50630"
"X215451";"32.7056";"35.50410"
"X215452";"32.7030";"35.50500"
"X215454";"32.6978";"35.51010"
"X215500";"32.7073";"35.54630"
"X215530";"32.7054";"35.40560"
"X215550";"32.6914";"35.37350"
"X215600";"32.6951";"35.43560"
"X215601";"32.6951";"35.43570"
"X215650";"32.6891";"35.27730"
"X215660";"32.6893";"35.28440"
"X215700";"32.6834";"35.32550"
"X215701";"32.6798";"35.32290"
"X215740";"32.6941";"35.39480"
"X215750";"32.6864";"35.42200"
"X215850";"32.6780";"35.23910"
"X215950";"32.6640";"35.44710"
"X215951";"32.6640";"35.44630"
"X215952";"32.6639";"35.44690"
"X215953";"32.6639";"35.44660"
"X215970";"32.6562";"35.41500"
"X215971";"32.6562";"35.41500"
"X216000";"32.6600";"35.50800"
"X216020";"32.6534";"35.47550"
"X216050";"32.6464";"35.35090"
"X216060";"32.6520";"35.50880"
"X216070";"32.6415";"35.52470"
"X216080";"32.6425";"35.48950"
"X216100";"32.6390";"35.44900"
"X216101";"32.6362";"35.44720"
"X216150";"32.5925";"35.49150"
"X216250";"32.5909";"35.52190"
"X216255";"32.5953";"35.51890"
"X220010";"32.7014";"35.11540"
"X220015";"32.6992";"35.11060"
"X220040";"32.7036";"35.16580"
"X220048";"32.7078";"35.17840"
"X220049";"32.7078";"35.17840"
"X220050";"32.7070";"35.17850"
"X220100";"32.6978";"35.14100"
"X220101";"32.6983";"35.14100"
"X220102";"32.7012";"35.13600"
"X220130";"32.6988";"35.17940"
"X220150";"32.6916";"35.20070"
"X220200";"32.6897";"35.19540"
"X220250";"32.6870";"35.23490"
"X220300";"32.6810";"35.15150"
"X220301";"32.6807";"35.15170"
"X220302";"32.6807";"35.15170"
"X220350";"32.6796";"35.20010"
"X220400";"32.6753";"35.21400"
"X220450";"32.6753";"35.21400"
"X220500";"32.6735";"35.15580"
"X220530";"32.6676";"35.29070"
"X220550";"32.6624";"35.25630"
"X220600";"32.6642";"35.22670"
"X220601";"32.6622";"35.22650"
"X220650";"32.6576";"35.30070"
"X220651";"32.6578";"35.30100"
"X220652";"32.6576";"35.30120"
"X220750";"32.6500";"35.11330"
"X220800";"32.6465";"35.19110"
"X220850";"32.6500";"35.28680"
"X220900";"32.6446";"35.11970"
"X220901";"32.6449";"35.12040"
"X220950";"32.6439";"35.19910"
"X220980";"32.6427";"35.29020"
"X220981";"32.6417";"35.29030"
"X221000";"32.6316";"35.13250"
"X221050";"32.6298";"35.29560"
"X221100";"32.6248";"35.32110"
"X221110";"32.6219";"35.32310"
"X221150";"32.6212";"35.31580"
"X221200";"32.6108";"35.14210"
"X221201";"32.6117";"35.14320"
"X221202";"32.6110";"35.14220"
"X221250";"32.6122";"35.20280"
"X221251";"32.6122";"35.20280"
"X221252";"32.6108";"35.19960"
"X221300";"32.6095";"35.29020"
"X221350";"32.6068";"35.28330"
"X221400";"32.6081";"35.28810"
"X221450";"32.6028";"35.30750"
"X221455";"32.6028";"35.30750"
"X221500";"32.6060";"35.33450"
"X221520";"32.5995";"35.31470"
"X221521";"32.6036";"35.31740"
"X221550";"32.5940";"35.23680"
"X221600";"32.5987";"35.27630"
"X221601";"32.5987";"35.27630"
"X221602";"32.5968";"35.27740"
"X221604";"32.5960";"35.27690"
"X221632";"32.5907";"35.41930"
"X221633";"32.5906";"35.41930"
"X221650";"32.5874";"35.44220"
"X221700";"32.5788";"35.17820"
"X221701";"32.5779";"35.17840"
"X221705";"32.5864";"35.18640"
"X221750";"32.5553";"35.20050"
"X221751";"32.5559";"35.19860"
"X221769";"32.5635";"35.24120"
"X221770";"32.5635";"35.24120"
"X221800";"32.5620";"35.32010"
"X221801";"32.5602";"35.31840"
"X221850";"32.5519";"35.30890"
"X221851";"32.5519";"35.30890"
"X221890";"32.5468";"35.26510"
"X221900";"32.5527";"35.26350"
"X221970";"32.5247";"35.20500"
"X222000";"32.5138";"35.29450"
"X222010";"32.5152";"35.30080"
"X230050";"32.5650";"35.36170"
"X230051";"32.5692";"35.35770"
"X230100";"32.5684";"35.36220"
"X230150";"32.5670";"35.37220"
"X230200";"32.5655";"35.37140"
"X230250";"32.5638";"35.39170"
"X230251";"32.5637";"35.39170"
"X230252";"32.5639";"35.39200"
"X230253";"32.5622";"35.38800"
"X230300";"32.5611";"35.39220"
"X230330";"32.5589";"35.36260"
"X230350";"32.5496";"35.35500"
"X230400";"32.5570";"35.39980"
"X230402";"32.5588";"35.39950"
"X230403";"32.5559";"35.39900"
"X230450";"32.5525";"35.44080"
"X230452";"32.5496";"35.44040"
"X230453";"32.5508";"35.44170"
"X230455";"32.5476";"35.39450"
"X230456";"32.5462";"35.39450"
"X230457";"32.5454";"35.39400"
"X230460";"32.5476";"35.39450"
"X230500";"32.5409";"35.35930"
"X230520";"32.5287";"35.26000"
"X230521";"32.5319";"35.26120"
"X230530";"32.5215";"35.32310"
"X230550";"32.5262";"35.48070"
"X230600";"32.5228";"35.51900"
"X230601";"32.5199";"35.52080"
"X230650";"32.5178";"35.42740"
"X230702";"32.5187";"35.43270"
"X230703";"32.5157";"35.43250"
"X230750";"32.5042";"35.45440"
"X230800";"32.4965";"35.47260"
"X230850";"32.4975";"35.50310"
"X230900";"32.4816";"35.47630"
"X230950";"32.4717";"35.47750"
"X231000";"32.4679";"35.48880"
"X231001";"32.4679";"35.48890"
"X240010";"32.4851";"35.23050"
"X240050";"32.4912";"35.40070"
"X240080";"32.4772";"35.41830"
"X240082";"32.4749";"35.42120"
"X240090";"32.4810";"35.41500"
"X240100";"32.4696";"35.35570"
"X240150";"32.4616";"35.30070"
"X240200";"32.4472";"35.16930"
"X240210";"32.4381";"35.41340"
"X240212";"32.4518";"35.42230"
"X240250";"32.4075";"35.20280"
"X240300";"32.4096";"35.28060"
"X240350";"32.3875";"35.38560"
"X240400";"32.3696";"35.07220"
"X240450";"32.3759";"35.15500"
"X240500";"32.3478";"35.26870"
"X240550";"32.3335";"35.10890"
"X240600";"32.3217";"35.36960"
"X240650";"32.3050";"35.02130"
"X240700";"32.3074";"35.11680"
"X240750";"32.3024";"35.19460"
"X240850";"32.2767";"35.19440"
"X240900";"32.2838";"35.38540"
"X240950";"32.2710";"35.29500"
"X241000";"32.2614";"35.13070"
"X241005";"32.2640";"35.18410"
"X241040";"32.2431";"35.45220"
"X241050";"32.2145";"35.27500"
"X241100";"32.2226";"35.24740"
"X241110";"32.2390";"35.32990"
"X241111";"32.2329";"35.32840"
"X241135";"32.2132";"35.15930"
"X241145";"32.1951";"35.26400"
"X241148";"32.1746";"35.27770"
"X241150";"32.1937";"35.37250"
"X241180";"32.1751";"35.30770"
"X241181";"32.1761";"35.30970"
"X241200";"32.1802";"35.13070"
"X241220";"32.1752";"35.09590"
"X241250";"32.1766";"35.05650"
"X241260";"32.1598";"35.35130"
"X241265";"32.1536";"35.36820"
"X241275";"32.1624";"35.42350"
"X241276";"32.1645";"35.42400"
"X241296";"32.1013";"35.39600"
"X241300";"32.1306";"35.14030"
"X241360";"32.1173";"35.25070"
"X241361";"32.1195";"35.24930"
"X241380";"32.1121";"35.03810"
"X241381";"32.1100";"35.03160"
"X241400";"32.1144";"35.07780"
"X241410";"32.1042";"35.17000"
"X241412";"32.1063";"35.17740"
"X241414";"32.1056";"35.21140"
"X241430";"32.0927";"35.34230"
"X241450";"32.0821";"35.17860"
"X241460";"32.0881";"35.27400"
"X241470";"32.0702";"35.29450"
"X241480";"32.0692";"35.39510"
"X241485";"32.0737";"35.26720"
"X241486";"32.0698";"35.26270"
"X241487";"32.0684";"35.26220"
"X241492";"32.0536";"35.30070"
"X241497";"32.0503";"35.34150"
"X241500";"32.0467";"35.09910"
"X241520";"32.0388";"35.04990"
"X241521";"32.0371";"35.04800"
"X241600";"32.0282";"35.01920"
"X241640";"32.0032";"35.12170"
"X241650";"32.0033";"35.27360"
"X241700";"31.9852";"34.95630"
"X241750";"31.9701";"35.19970"
"X241800";"31.9664";"34.99340"
"X241850";"31.9656";"35.29490"
"X241860";"31.9610";"35.34780"
"X241861";"31.9604";"35.34850"
"X241870";"31.9519";"35.27620"
"X241900";"31.9521";"35.14890"
"X241930";"31.9575";"35.25790"
"X241932";"31.9588";"35.25930"
"X241933";"31.9538";"35.25750"
"X241950";"31.9466";"35.02200"
"X241960";"31.9449";"35.14990"
"X241970";"31.9333";"34.98730"
"X241975";"31.9483";"34.97760"
"X241985";"31.9396";"35.22010"
"X242000";"31.9337";"34.93130"
"X242002";"31.9338";"34.93130"
"X242010";"31.9393";"35.13050"
"X242050";"31.9178";"35.20810"
"X242150";"31.9065";"35.06010"
"X242200";"31.9043";"35.19860"
"X242250";"31.9022";"34.94700"
"X242300";"31.9057";"35.21550"
"X242320";"31.8984";"35.22450"
"X242340";"31.8893";"35.02340"
"X242350";"31.8923";"34.92910"
"X242400";"31.8864";"35.16950"
"X242414";"31.8799";"35.31390"
"X242450";"31.8769";"34.91960"
"X242500";"31.8725";"34.94390"
"X242550";"31.8698";"34.98300"
"X242600";"31.8697";"34.95710"
"X242690";"31.8642";"35.21730"
"X242700";"31.8645";"35.21560"
"X242769";"31.8495";"35.03680"
"X242770";"31.8545";"35.00370"
"X242772";"31.8483";"35.03700"
"X242800";"31.8452";"34.87290"
"X242850";"31.8416";"34.97190"
"X242851";"31.8420";"34.99240"
"X242852";"31.8419";"34.99280"
"X242880";"31.8290";"35.30110"
"X242900";"31.8344";"35.23300"
"X242925";"31.8311";"35.06350"
"X242950";"31.8324";"34.98000"
"X242951";"31.8327";"34.98020"
"X243000";"31.8339";"35.30110"
"X243021";"31.8243";"35.33040"
"X243050";"31.8238";"34.89260"
"X243100";"31.8308";"34.95440"
"X243101";"31.8302";"34.95380"
"X243110";"31.8341";"34.96160"
"X243120";"31.8404";"34.91130"
"X243150";"31.8315";"34.88380"
"X243200";"31.8187";"34.86370"
"X243250";"31.8221";"34.89990"
"X243300";"31.8186";"35.11200"
"X243310";"31.8187";"35.11270"
"X243330";"31.8163";"35.39740"
"X243331";"31.8122";"35.39390"
"X243349";"31.8093";"34.94890"
"X243350";"31.8093";"34.94880"
"X243400";"31.8149";"35.02440"
"X243450";"31.8080";"35.08190"
"X243500";"31.8098";"35.11990"
"X243501";"31.8116";"35.11690"
"X243520";"31.8123";"35.13630"
"X243530";"31.8100";"35.19640"
"X243550";"31.8065";"34.87390"
"X243580";"31.8140";"35.39240"
"X243600";"31.8056";"34.90080"
"X243650";"31.7978";"35.07300"
"X243700";"31.8006";"35.23450"
"X243750";"31.7949";"34.94730"
"X243798";"31.7935";"35.03330"
"X243799";"31.7950";"35.03780"
"X243800";"31.7960";"35.03710"
"X243801";"31.7955";"35.03710"
"X243850";"31.7979";"35.06280"
"X243900";"31.7956";"35.15340"
"X243950";"31.7954";"35.15570"
"X244000";"31.7902";"35.20390"
"X244050";"31.7902";"35.21450"
"X244100";"31.7900";"35.22980"
"X244120";"31.7898";"35.23030"
"X244150";"31.7792";"35.00990"
"X244151";"31.7815";"35.00120"
"X244200";"31.7924";"35.33590"
"X244250";"31.7929";"35.24460"
"X244350";"31.7833";"35.11920"
"X244351";"31.7842";"35.11960"
"X244352";"31.7817";"35.12210"
"X244353";"31.7878";"35.12580"
"X244354";"31.7803";"35.12030"
"X244400";"31.7853";"35.19440"
"X244450";"31.7821";"35.19020"
"X244500";"31.7808";"35.19120"
"X244600";"31.7866";"35.21730"
"X244650";"31.7850";"35.21740"
"X244660";"31.7853";"35.21760"
"X244680";"31.7854";"35.21720"
"X244700";"31.7880";"35.22820"
"X244730";"31.7806";"35.22170"
"X244731";"31.7806";"35.22170"
"X244750";"31.7848";"35.22980"
"X244800";"31.7835";"35.22190"
"X244850";"31.7808";"35.23600"
"X244900";"31.7807";"35.24610"
"X244950";"31.7760";"34.94630"
"X245000";"31.7748";"35.07200"
"X245005";"31.7755";"35.07070"
"X245050";"31.7794";"35.09460"
"X245051";"31.7794";"35.09460"
"X245100";"31.7798";"35.15540"
"X245130";"31.7735";"35.18070"
"X245134";"31.7719";"35.16570"
"X245135";"31.7723";"35.16620"
"X245140";"31.7771";"35.19760"
"X245150";"31.7771";"35.22190"
"X245170";"31.7780";"35.23080"
"X245200";"31.7776";"35.22500"
"X245220";"31.7744";"35.21820"
"X245350";"31.7799";"35.22610"
"X245400";"31.7744";"35.22290"
"X245450";"31.7789";"35.24510"
"X245460";"31.7735";"35.29640"
"X245462";"31.7740";"35.29610"
"X245463";"31.7778";"35.30020"
"X245464";"31.7740";"35.29610"
"X245499";"31.7625";"34.96850"
"X245500";"31.7613";"34.96650"
"X245550";"31.7652";"34.99330"
"X245600";"31.7627";"35.13420"
"X245601";"31.7627";"35.13420"
"X245700";"31.7681";"35.16270"
"X245750";"31.7687";"35.18050"
"X245780";"31.7771";"35.19650"
"X245782";"31.7704";"35.19730"
"X245800";"31.7636";"35.20920"
"X245830";"31.7667";"35.22340"
"X245831";"31.7651";"35.22120"
"X245840";"31.7704";"35.21920"
"X245850";"31.7722";"35.22930"
"X245900";"31.7711";"35.22750"
"X245950";"31.7645";"35.22340"
"X246000";"31.7703";"35.26260"
"X246020";"31.7506";"34.88410"
"X246100";"31.7511";"35.13960"
"X246150";"31.7555";"35.18280"
"X246180";"31.7511";"35.13960"
"X246200";"31.7513";"35.03770"
"X246250";"31.7478";"35.07520"
"X246300";"31.7380";"35.21830"
"X246350";"31.7348";"35.21080"
"X246450";"31.7275";"35.13960"
"X246500";"31.7271";"35.17230"
"X246550";"31.7248";"34.97620"
"X246551";"31.7248";"34.97620"
"X246600";"31.7230";"35.06040"
"X246630";"31.7159";"35.08700"
"X246650";"31.7223";"35.10430"
"X246700";"31.7120";"34.94650"
"X246710";"31.7230";"35.17120"
"X246750";"31.7163";"35.18860"
"X246800";"31.7048";"35.20470"
"X246850";"31.7109";"35.20230"
"X246900";"31.7032";"35.21760"
"X246950";"31.7048";"35.33100"
"X247000";"31.6877";"34.98240"
"X247001";"31.6877";"34.98240"
"X247002";"31.6898";"34.97440"
"X247003";"31.6898";"34.97440"
"X247020";"31.6832";"35.02250"
"X247050";"31.6812";"34.92230"
"X247100";"31.6888";"35.17120"
"X247170";"31.6780";"34.93490"
"X247199";"31.6714";"34.94280"
"X247200";"31.6714";"34.94470"
"X247205";"31.6581";"35.12080"
"X247206";"31.6562";"35.12620"
"X247210";"31.6680";"35.12640"
"X247211";"31.6679";"35.12550"
"X247212";"31.6644";"35.12330"
"X247215";"31.6577";"35.14340"
"X247220";"31.6521";"35.15200"
"X247230";"31.6608";"35.10850"
"X247250";"31.6482";"34.87500"
"X247251";"31.6487";"34.87660"
"X247300";"31.6471";"35.06600"
"X247350";"31.6500";"35.11480"
"X247370";"31.6500";"35.11480"
"X247400";"31.6460";"35.13180"
"X247410";"31.6396";"35.14120"
"X247411";"31.6414";"35.14150"
"X247412";"31.6411";"35.14150"
"X247420";"31.6325";"34.95140"
"X247449";"31.6311";"34.84820"
"X247450";"31.6310";"34.84790"
"X247500";"31.6211";"35.10270"
"X247550";"31.6139";"34.89340"
"X247600";"31.6285";"34.95250"
"X247650";"31.6175";"35.14380"
"X247651";"31.6175";"35.14380"
"X247680";"31.6084";"35.10040"
"X247700";"31.6068";"34.88670"
"X247750";"31.6072";"34.89620"
"X247800";"31.6020";"34.81140"
"X247881";"31.5968";"35.22970"
"X247900";"31.5782";"35.10750"
"X247950";"31.5638";"34.84160"
"X247990";"31.5453";"35.11790"
"X248000";"31.5356";"34.91380"
"X248001";"31.5324";"34.91490"
"X248002";"31.5324";"34.91490"
"X248010";"31.5288";"34.93060"
"X248050";"31.5369";"34.91330"
"X248100";"31.5363";"35.09440"
"X248130";"31.5282";"35.10390"
"X248150";"31.5282";"35.10180"
"X248200";"31.5192";"35.16810"
"X248250";"31.5074";"35.02500"
"X248260";"31.4935";"34.98320"
"X248290";"31.4324";"34.88510"
"X248300";"31.4122";"34.82530"
"X248301";"31.4122";"34.82530"
"X248302";"31.4126";"34.82240"
"X248350";"31.4111";"34.97360"
"X248360";"31.4294";"35.18410"
"X248370";"31.4153";"35.16480"
"X248375";"31.3909";"35.11100"
"X248396";"31.3812";"34.87290"
"X248397";"31.3812";"34.87290"
"X248398";"31.3812";"34.87290"
"X248399";"31.3827";"34.87080"
"X248400";"31.3799";"34.86750"
"X248410";"31.3732";"34.81930"
"X248470";"31.3840";"35.13430"
"X248480";"31.3726";"34.95470"
"X249000";"31.1640";"35.32210"
"X250050";"31.5462";"34.70260"
"X250070";"31.5406";"34.66790"
"X250100";"31.5410";"34.76220"
"X250150";"31.5099";"34.64390"
"X250151";"31.5065";"34.64780"
"X250156";"31.5036";"34.64800"
"X250250";"31.4974";"34.70630"
"X250350";"31.4586";"34.62410"
"X250398";"31.4463";"34.76210"
"X250399";"31.4463";"34.76210"
"X250400";"31.4463";"34.76210"
"X250600";"31.4138";"34.74600"
"X250700";"31.4111";"34.74480"
"X250720";"31.4084";"34.74960"
"X250750";"31.3970";"34.60880"
"X250800";"31.3866";"34.85440"
"X250830";"31.3734";"34.80970"
"X250850";"31.3547";"34.63220"
"X250900";"31.3527";"34.49770"
"X250949";"31.3623";"34.71830"
"X250950";"31.3623";"34.71830"
"X251011";"31.3568";"35.06620"
"X251013";"31.3523";"35.08270"
"X251015";"31.3500";"35.10000"
"X251100";"31.3309";"34.55770"
"X251120";"31.3328";"34.94430"
"X251130";"31.3378";"35.03470"
"X251131";"31.3377";"35.03450"
"X251150";"31.3287";"34.56070"
"X251200";"31.3256";"34.58820"
"X251220";"31.3248";"34.85900"
"X251230";"31.3331";"34.91710"
"X251250";"31.3268";"34.65070"
"X251300";"31.3395";"34.65650"
"X251349";"31.3356";"34.66520"
"X251350";"31.3346";"34.66590"
"X251450";"31.3261";"34.69860"
"X251451";"31.3241";"34.69890"
"X251500";"31.3100";"34.52220"
"X251549";"31.3064";"34.52060"
"X251550";"31.3049";"34.52450"
"X251555";"31.3062";"35.26950"
"X251560";"31.3069";"34.90140"
"X251565";"31.3016";"34.92980"
"X251569";"31.2500";"35.18550"
"X251570";"31.2541";"35.21020"
"X251571";"31.2552";"35.21280"
"X251575";"31.2970";"35.29210"
"X251589";"31.2808";"35.12700"
"X251590";"31.2775";"35.12410"
"X251598";"31.2738";"34.84910"
"X251599";"31.2737";"34.84910"
"X251600";"31.2725";"34.84900"
"X251620";"31.2623";"35.03240"
"X251690";"31.2515";"34.79950"
"X251691";"31.2515";"34.79950"
"X251699";"31.2558";"35.06640"
"X251700";"31.2558";"35.06690"
"X251750";"31.2399";"34.40830"
"X251800";"31.2392";"34.71410"
"X251850";"31.2399";"34.78930"
"X251900";"31.2307";"34.79310"
"X251950";"31.2332";"34.81290"
"X251970";"31.2320";"35.23800"
"X252002";"31.2279";"35.20390"
"X252100";"31.2210";"34.81140"
"X252110";"31.2256";"34.83030"
"X252150";"31.2221";"34.88490"
"X252200";"31.2105";"34.46760"
"X252250";"31.2170";"35.02660"
"X252295";"31.2038";"34.53560"
"X252296";"31.2004";"34.53570"
"X252300";"31.2036";"34.53550"
"X252301";"31.2036";"34.53470"
"X252304";"31.2050";"34.92270"
"X252305";"31.2050";"34.92270"
"X252320";"31.2108";"35.25190"
"X252330";"31.1677";"34.79800"
"X252335";"31.1678";"34.83050"
"X252340";"31.1624";"34.58720"
"X252360";"31.1483";"34.98370"
"X252420";"31.0852";"35.32790"
"X252428";"31.0708";"34.85130"
"X252430";"31.0723";"34.85080"
"X252431";"31.0708";"34.85130"
"X252433";"31.0692";"35.19870"
"X252434";"31.0656";"35.19760"
"X252435";"31.0656";"35.19760"
"X252440";"31.0663";"34.83890"
"X252450";"31.0636";"35.03100"
"X252500";"31.0448";"34.72310"
"X252502";"31.0518";"34.72200"
"X252505";"31.0518";"34.72210"
"X252506";"31.0468";"34.72050"
"X252510";"31.0439";"35.19660"
"X252511";"31.0437";"35.19840"
"X252520";"31.0272";"35.06500"
"X252540";"31.0376";"34.97630"
"X252545";"31.0271";"34.87620"
"X252550";"31.0258";"35.06360"
"X252600";"31.0152";"34.76090"
