"coor";"lat";"lon"
"X252700";"31.0036";"34.78820"
"X252720";"30.9900";"34.89340"
"X252722";"30.9882";"34.92860"
"X252730";"30.9827";"34.70790"
"X252731";"30.9830";"34.70800"
"X252735";"31.0029";"35.28060"
"X252750";"30.9886";"34.92860"
"X252755";"30.9808";"35.16830"
"X252760";"30.9722";"34.97190"
"X252765";"30.9633";"35.05630"
"X252769";"31.0266";"35.09090"
"X252770";"30.9627";"35.19870"
"X252775";"30.9636";"34.70070"
"X252780";"30.9551";"35.00200"
"X252785";"30.9291";"34.60000"
"X252790";"30.9270";"34.85870"
"X252795";"30.9219";"35.13260"
"X252800";"30.9145";"35.01690"
"X252843";"30.9068";"34.77610"
"X252870";"30.9084";"34.77690"
"X252900";"30.8749";"34.46040"
"X252901";"30.8749";"34.46040"
"X252915";"30.8884";"34.62490"
"X252920";"30.8886";"34.62980"
"X252925";"30.8886";"34.62660"
"X252950";"30.8748";"34.43530"
"X252960";"30.8815";"34.40780"
"X253000";"30.8702";"34.79500"
"X253010";"30.8702";"34.79500"
"X253020";"30.8695";"34.82230"
"X253030";"30.8544";"34.78300"
"X253035";"30.8436";"35.08790"
"X253040";"30.8109";"34.87030"
"X253050";"30.7876";"34.77120"
"X253052";"30.7877";"34.77120"
"X253450";"30.8173";"34.94740"
"X253500";"30.8020";"35.00640"
"X253700";"30.7876";"34.77100"
"X253745";"30.7912";"34.47160"
"X253900";"30.7920";"34.46840"
"X253990";"30.7643";"34.45660"
"X254250";"30.7214";"34.59110"
"X254300";"30.7111";"34.71950"
"X254500";"30.7109";"34.78590"
"X254900";"30.6731";"34.50210"
"X255500";"30.6488";"34.51850"
"X255595";"30.6167";"34.80330"
"X255600";"30.6167";"34.80330"
"X255630";"30.6125";"34.79670"
"X256000";"30.6112";"34.80350"
"X256001";"30.6076";"34.80040"
"X256002";"30.6094";"34.80350"
"X256003";"30.6101";"34.80460"
"X256200";"30.6252";"34.82690"
"X256201";"30.6247";"34.82770"
"X256250";"30.5930";"34.71020"
"X256300";"30.5924";"34.53200"
"X256450";"30.2042";"34.67710"
"X256500";"30.5512";"34.65160"
"X256581";"30.4972";"34.56580"
"X257050";"30.4811";"34.72330"
"X257200";"30.4230";"34.94240"
"X257330";"30.4121";"34.55200"
"X257400";"30.3506";"34.63870"
"X257401";"30.3519";"34.63850"
"X257450";"30.3246";"34.63080"
"X257600";"30.3288";"34.95400"
"X257800";"30.2963";"34.74760"
"X258000";"30.2780";"35.02200"
"X258100";"30.2148";"34.67530"
"X258200";"30.2064";"34.86220"
"X258300";"30.1880";"34.75850"
"X258400";"30.1516";"34.93820"
"X258550";"30.1960";"35.00820"
"X258700";"30.1057";"35.07010"
"X258820";"30.0889";"34.73150"
"X258850";"30.3364";"34.94890"
"X259000";"30.0349";"34.84000"
"X259132";"30.0486";"35.02410"
"X259133";"30.0480";"35.02330"
"X259150";"30.0434";"35.01940"
"X259270";"29.9511";"34.93440"
"X259300";"29.9016";"34.92540"
"X259450";"29.8770";"34.81160"
"X259480";"29.9427";"34.77620"
"X259500";"29.8961";"34.85820"
"X259590";"29.7436";"34.85380"
"X259600";"29.7662";"34.86480"
"X259700";"29.6463";"34.87940"
"X259750";"29.6138";"34.87870"
"X286100";"29.5778";"34.88710"
"X310050";"33.2409";"35.60840"
"X310051";"33.2407";"35.60870"
"X310080";"33.2400";"35.67780"
"X310081";"33.2401";"35.67780"
"X310082";"33.2413";"35.67900"
"X310083";"33.2478";"35.69430"
"X310093";"33.2277";"35.63500"
"X310094";"33.2332";"35.63840"
"X310095";"33.2318";"35.63950"
"X310097";"33.2277";"35.63500"
"X310098";"33.2254";"35.63370"
"X310100";"33.2300";"35.63950"
"X310120";"33.2457";"35.64930"
"X310150";"33.2381";"35.65450"
"X310170";"33.2300";"35.64810"
"X310190";"33.2221";"35.62530"
"X310191";"33.2194";"35.62460"
"X310200";"33.2226";"35.58260"
"X310300";"33.2013";"35.57500"
"X310349";"33.1966";"35.65860"
"X310350";"33.1966";"35.65860"
"X310351";"33.1962";"35.65880"
"X310400";"33.1800";"35.62210"
"X310450";"33.1872";"35.62160"
"X310550";"33.1728";"35.61200"
"X310551";"33.1716";"35.61330"
"X310552";"33.1716";"35.61330"
"X310600";"33.1607";"35.60000"
"X310601";"33.1607";"35.60000"
"X310603";"33.1607";"35.59230"
"X310700";"33.1664";"35.64040"
"X310701";"33.1665";"35.65760"
"X310702";"33.1626";"35.65950"
"X310703";"33.1660";"35.56750"
"X310750";"33.1563";"35.57050"
"X310780";"33.1504";"35.62130"
"X310799";"33.1407";"35.64620"
"X310800";"33.1407";"35.64650"
"X310900";"33.1112";"35.57460"
"X310910";"33.0967";"35.60130"
"X310970";"33.0995";"35.63720"
"X311050";"33.0579";"35.61080"
"X311070";"33.0688";"35.60220"
"X311100";"33.0516";"35.60970"
"X311150";"33.0463";"35.56470"
"X311200";"33.0228";"35.57260"
"X311201";"33.0219";"35.57420"
"X311203";"33.0224";"35.57260"
"X311204";"33.0244";"35.57350"
"X311206";"33.0244";"35.57350"
"X311208";"33.0183";"35.56960"
"X311250";"33.0165";"35.62080"
"X311251";"33.0176";"35.62120"
"X311300";"33.0030";"35.59960"
"X311350";"33.0132";"35.62980"
"X311450";"32.9882";"35.57000"
"X311500";"32.9743";"35.60320"
"X311501";"32.9741";"35.60180"
"X311510";"32.9678";"35.59110"
"X311550";"32.9286";"35.57760"
"X311650";"32.9122";"35.60060"
"X311655";"32.8833";"35.57920"
"X311656";"32.8833";"35.57920"
"X311660";"32.8800";"35.65040"
"X311700";"32.9038";"35.56730"
"X320050";"32.8714";"35.54900"
"X320060";"32.8696";"35.53570"
"X320099";"32.8502";"35.52450"
"X320100";"32.8489";"35.52540"
"X320101";"32.8462";"35.52440"
"X320150";"32.8392";"35.50690"
"X320200";"32.7963";"35.53330"
"X320220";"32.7894";"35.54120"
"X320250";"32.7846";"35.63730"
"X320300";"32.7677";"35.54920"
"X320315";"32.7672";"35.55030"
"X320350";"32.7275";"35.62480"
"X320400";"32.7208";"35.56450"
"X320405";"32.7208";"35.56450"
"X320448";"32.7153";"35.56180"
"X320449";"32.7154";"35.56120"
"X320450";"32.7136";"35.56230"
"X320500";"32.7095";"35.57380"
"X320502";"32.7091";"35.57480"
"X320550";"32.7123";"35.57500"
"X320600";"32.7049";"35.56560"
"X320650";"32.6979";"35.57610"
"X320700";"32.7039";"35.59010"
"X320702";"32.7024";"35.58390"
"X320703";"32.7024";"35.58390"
"X320750";"32.7062";"35.61770"
"X320751";"32.7061";"35.61770"
"X320752";"32.7072";"35.61620"
"X320770";"32.7063";"35.60070"
"X320800";"32.6865";"35.57280"
"X320801";"32.6880";"35.57360"
"X320850";"32.6856";"35.60600"
"X320900";"32.6833";"35.60080"
"X320901";"32.6833";"35.60080"
"X321000";"32.6833";"35.57840"
"X321002";"32.6806";"35.57920"
"X321010";"32.6748";"35.58410"
"X321050";"32.6595";"35.55460"
"X321051";"32.6692";"35.55870"
"X321099";"32.6585";"35.58230"
"X321100";"32.6585";"35.57910"
"X321148";"32.6644";"35.58230"
"X321150";"32.6630";"35.58230"
"X321200";"32.6297";"35.57690"
"X321250";"32.6192";"35.55340"
"X321300";"32.5889";"35.55300"
"X321301";"32.5882";"35.55220"
"X321350";"32.5729";"35.55210"
"X321380";"32.5648";"35.56490"
"X321400";"32.5585";"35.55210"
"X321450";"32.5485";"35.53860"
"X321451";"32.5485";"35.53860"
"X321500";"32.4923";"35.53160"
"X321550";"32.4954";"35.54920"
"X321551";"32.4954";"35.54920"
"X321552";"32.4931";"35.55220"
"X321600";"32.4670";"35.53950"
"X321650";"32.4707";"35.50130"
"X321700";"32.4593";"35.55810"
"X321701";"32.4577";"35.55381"
"X321750";"32.4498";"35.53570"
"X321800";"32.4396";"35.51120"
"X321802";"32.4390";"35.51060"
"X321803";"32.4390";"35.51060"
"X321850";"32.4222";"35.52580"
"X321900";"32.4237";"35.51390"
"X322100";"32.3665";"35.51420"
"X322101";"32.3665";"35.51420"
"X322102";"32.3647";"35.51520"
"X322150";"32.3366";"35.51820"
"X322550";"32.1975";"35.43830"
"X322650";"32.1735";"35.52200"
"X322651";"32.1741";"35.52420"
"X322655";"32.1618";"35.52180"
"X322656";"32.1582";"35.51770"
"X322670";"32.1618";"35.52510"
"X322799";"32.1407";"35.48520"
"X323000";"32.0997";"35.49840"
"X323255";"32.0430";"35.44540"
"X323400";"32.0015";"35.45050"
"X323401";"32.0015";"35.45050"
"X323402";"31.9973";"35.45090"
"X323403";"31.9973";"35.45090"
"X330150";"31.8741";"35.54100"
"X330200";"31.8563";"35.45960"
"X330210";"31.8052";"35.50100"
"X330240";"31.8030";"35.45840"
"X330250";"31.8002";"35.53550"
"X330300";"31.7821";"35.52800"
"X330350";"31.7628";"35.49840"
"X330351";"31.7672";"35.49830"
"X330352";"31.7660";"35.50050"
"X330370";"31.7496";"35.46600"
"X330380";"31.7613";"35.49370"
"X330381";"31.7603";"35.49070"
"X330455";"31.7166";"35.45120"
"X330600";"31.6769";"35.44130"
"X330800";"31.5894";"35.39250"
"X330810";"31.5881";"35.39160"
"X330815";"31.5903";"35.39250"
"X330880";"31.5624";"35.40140"
"X330900";"31.5551";"35.39960"
"X330940";"31.4699";"35.39440"
"X330950";"31.4699";"35.39440"
"X331000";"31.4542";"35.38700"
"X331001";"31.4524";"35.38170"
"X331105";"31.4160";"35.37800"
"X331200";"31.4171";"35.37990"
"X331210";"31.4200";"35.38710"
"X331215";"31.4171";"35.37990"
"X331470";"31.3117";"35.36250"
"X331500";"31.3190";"35.38540"
"X331800";"31.2017";"35.36030"
"X332000";"31.2034";"35.36010"
"X332150";"31.1525";"35.36490"
"X332500";"31.0717";"35.39780"
"X334000";"31.0303";"35.36420"
"X335500";"31.0240";"35.37360"
"X337000";"31.0306";"35.39190"
"X337001";"31.0306";"35.39190"
"X337800";"30.9427";"35.30080"
"X340200";"30.8987";"35.13230"
"X340350";"30.8581";"35.26250"
"X340351";"30.8579";"35.26260"
"X340352";"30.8579";"35.26260"
"X340500";"30.8085";"35.24470"
"X340510";"30.8137";"35.24820"
"X340525";"30.7751";"35.23880"
"X340526";"30.7751";"35.23880"
"X340528";"30.7787";"35.23890"
"X340530";"30.7749";"35.23880"
"X340531";"30.7749";"35.23880"
"X340534";"30.7787";"35.23890"
"X341350";"30.6624";"35.23730"
"X341400";"30.6164";"35.19100"
"X341410";"30.6141";"35.18460"
"X341800";"30.5482";"35.18520"
"X342200";"30.3872";"35.15810"
"X342500";"30.3602";"35.15610"
"X342502";"30.3697";"35.15890"
"X342503";"30.3697";"35.15890"
"X342506";"30.3655";"35.14790"
"X342507";"30.3655";"35.14790"
"X343000";"30.3103";"35.13880"
"X343200";"30.3074";"35.13530"
"X344000";"30.1492";"35.13000"
"X344500";"30.0586";"35.11670"
"X344995";"29.8978";"35.05750"
"X345000";"29.8955";"35.06000"
"X345005";"29.8851";"35.07710"
"X345006";"29.8851";"35.07710"
"X345800";"29.7729";"34.94920"
"X345900";"29.7601";"34.98580"
"X345902";"29.7574";"34.98470"
"X347000";"29.5887";"34.94490"
"X347700";"29.5526";"34.95420"
"X347702";"29.5526";"34.95200"
"X347704";"29.5526";"34.95200"
"X347750";"29.5017";"34.91680"
"X348600";"29.5494";"34.95370"
"X2311570";"32.9385";"35.70010"
"X2311572";"32.9420";"35.70090"
"X2311620";"32.9216";"35.63800"
"X2311650";"32.9081";"35.63150"
"X2311660";"32.9081";"35.64750"
"X2320050";"32.8918";"35.68540"
"X2320100";"32.8505";"35.66270"
"X2320105";"32.8476";"35.66420"
"X2320150";"32.8223";"35.68230"
"X2320900";"32.6826";"35.66450"
"X2488600";"33.2718";"35.77060"
"X2488601";"33.2691";"35.77060"
"X2488700";"33.2629";"35.74270"
"X2488706";"33.2612";"35.74100"
"X2488708";"33.2625";"35.74110"
"X2488800";"33.2516";"35.71260"
"X2488900";"33.2342";"35.75920"
"X2489600";"33.1819";"35.77020"
"X2490000";"33.1395";"35.73230"
"X2492055";"33.0602";"35.73550"
"X2492056";"33.0602";"35.73550"
"X2492100";"33.0489";"35.72160"
"X2492250";"33.0297";"35.68270"
"X2492300";"33.0296";"35.70700"
"X2492350";"33.0169";"35.71010"
"X2492400";"33.0140";"35.65500"
"X2492450";"33.0127";"35.64220"
"X2492480";"33.0118";"35.65120"
"X2492510";"33.0107";"35.68760"
"X2492700";"32.9864";"35.69180"
"X2492702";"32.9885";"35.71160"
"X2492950";"32.9377";"35.65960"
"X2493300";"32.9374";"35.79560"
"X2493301";"32.9368";"35.79440"
"X2493330";"32.9052";"35.74870"
"X2493350";"32.9052";"35.74870"
"X2494350";"32.8475";"35.81490"
"X2494351";"32.8452";"35.81170"
"X2494352";"32.8427";"35.80790"
"X2494353";"32.8447";"35.81130"
"X2494451";"32.8336";"35.78600"
"X2494452";"32.8327";"35.78700"
"X2494500";"32.8167";"35.72290"
"X2494550";"32.8174";"35.76220"
"X2494551";"32.8174";"35.76220"
"X2494552";"32.8174";"35.76220"
"X2494553";"32.8174";"35.76220"
"X2494615";"32.8076";"35.73990"
"X2494616";"32.8068";"35.73350"
"X2494620";"32.8022";"35.74630"
"X2494650";"32.7988";"35.68220"
"X2494652";"32.7988";"35.68220"
"X2494660";"32.7970";"35.68860"
"X2494661";"32.7990";"35.69100"
"X2494680";"32.7879";"35.69410"
"X2494700";"32.7922";"35.76440"
"X2494739";"32.7988";"35.68430"
"X2494740";"32.7744";"35.70240"
"X2494760";"32.7780";"35.69920"
"X2494770";"32.7792";"35.69970"
"X2494800";"32.7600";"35.66450"
"X2494950";"32.7349";"35.65310"
"X2494955";"32.7329";"35.65410"
"X2494956";"32.7358";"35.65310"
"X2496028";"33.1288";"35.80450"
"X2496029";"33.1312";"35.80560"
"X2496030";"33.1312";"35.80560"
"X2496050";"33.1246";"35.82110"
"X2496060";"33.1264";"35.81900"
"X2496061";"33.1264";"35.81900"
"X2496062";"33.1330";"35.77720"
"X2496100";"33.1294";"35.68400"
"X2496101";"33.1337";"35.68320"
"X2496200";"33.0950";"35.79520"
"X2496204";"33.0959";"35.79410"
"X2496205";"33.0941";"35.79520"
"X2496260";"33.0838";"35.75890"
"X2496261";"33.0865";"35.75990"
"X2496320";"33.0708";"35.76990"
"X2496350";"33.0677";"35.75970"
"X2496400";"33.0510";"35.75640"
"X2496430";"33.0515";"35.83350"
"X2496500";"33.0435";"35.83680"
"X2496501";"33.0432";"35.83760"
"X2496600";"32.9812";"35.81050"
"X2496700";"33.0038";"35.81600"
"X2496900";"32.9558";"35.87130"
"X2497300";"32.8928";"35.83820"
"X21";"33.0806";"35.10790"
"X120";"33.0249";"35.09630"
"X190";"32.9836";"35.09230"
"X282";"32.9318";"35.10200"
"X301";"32.8466";"35.11230"
"X415";"32.8257";"34.95670"
"X550";"32.8283";"34.99770"
"X600";"32.8034";"35.05480"
"X630";"32.8051";"35.10570"
"X631";"32.8051";"35.10570"
"X850";"32.7736";"35.02230"
"X860";"32.7584";"35.02310"
"X861";"32.7611";"35.02080"
"X910";"32.7403";"35.07830"
"X980";"32.7301";"35.00750"
"X1054";"32.6808";"34.95940"
"X1056";"32.6625";"34.95510"
"X1121";"32.6028";"35.09640"
"X1160";"32.5724";"34.95460"
"X1190";"32.5580";"35.07420"
"X1192";"32.5564";"35.07250"
"X1381";"32.4732";"34.88150"
"X1460";"32.4661";"34.99810"
"X1470";"32.4655";"35.00420"
"X1540";"32.3870";"34.94150"
"X1545";"32.3877";"34.93760"
"X1546";"32.3877";"34.93760"
"X1550";"32.3865";"34.94190"
"X1770";"32.2715";"35.00130"
"X1780";"32.2692";"34.93110"
"X1790";"32.2421";"34.88560"
"X1980";"32.1300";"34.83240"
"X1990";"32.1257";"35.02540"
"X2030";"32.1047";"34.77910"
"X2100";"32.0976";"34.77390"
"X2410";"32.0580";"34.75880"
"X2419";"32.0550";"34.75120"
"X2420";"32.0549";"34.75110"
"X2430";"32.0536";"34.87350"
"X2520";"32.0073";"34.81380"
"X2522";"32.0073";"34.81380"
"X2523";"32.0073";"34.81380"
"X2524";"32.0079";"34.81470"
"X2600";"31.9950";"34.89810"
"X2610";"31.9950";"34.89700"
"X2611";"31.9950";"34.89700"
"X3010";"31.8382";"34.65560"
"X3014";"31.8342";"34.63740"
"X3015";"31.8275";"34.65270"
"X3021";"31.8466";"34.67040"
"X3079";"31.8161";"34.71660"
"X3080";"31.8160";"34.72200"
"X3081";"31.8166";"34.72440"
"X3110";"31.7891";"34.79950"
"X3111";"31.7914";"34.79900"
"X3113";"31.7910";"34.80500"
"X3220";"31.7319";"34.63480"
"X3499";"31.6625";"34.68410"
"X3500";"31.6616";"34.68410"
"X3501";"31.6596";"34.67960"
"X3502";"31.6585";"34.67980"
"X3541";"31.6394";"34.52150"
"X3550";"31.6303";"34.79130"
"X3551";"31.6303";"34.79130"
"X3570";"31.6085";"34.80080"
"X3580";"31.6061";"34.79030"
"X3640";"31.5614";"34.56670"
"X3779";"31.4702";"34.53580"
"X3780";"31.4706";"34.53360"
"X3800";"31.4234";"34.49190"
"X3820";"31.3854";"34.46060"
"X3830";"31.3748";"34.39890"
"X3831";"31.3769";"34.40180"
"X3850";"31.3354";"34.39590"
"X3890";"31.2716";"34.38940"
"X3891";"31.2716";"34.38940"
"X3919";"31.2383";"34.35360"
"X3920";"31.2368";"34.35900"
"X4080";"33.2403";"35.57490"
"X4087";"33.2404";"35.56960"
"X4090";"33.2342";"35.75920"
"X4130";"33.1819";"35.77020"
"X4190";"33.1312";"35.80560"
"X4191";"33.1288";"35.80450"
"X4200";"33.1312";"35.80560"
"X4430";"33.0646";"35.45390"
"X4440";"33.0653";"35.21730"
"X4441";"33.0653";"35.21730"
"X4480";"33.0286";"35.39550"
"X4640";"32.9800";"35.50700"
"X4642";"32.9800";"35.50700"
"X4680";"32.9374";"35.79560"
"X4695";"32.9560";"35.32880"
"X4696";"32.9560";"35.32870"
"X4721";"32.9195";"35.39630"
"X4728";"32.9195";"35.39630"
"X4729";"32.9357";"35.42080"
"X4730";"32.9124";"35.30550"
"X4731";"32.9124";"35.30550"
"X4738";"32.9052";"35.74870"
"X4740";"32.8844";"35.30150"
"X4741";"32.8845";"35.30120"
"X4749";"32.8571";"35.27920"
"X4756";"32.8621";"35.37410"
"X4757";"32.8627";"35.37410"
"X4770";"32.8367";"35.27230"
"X4798";"32.8174";"35.76220"
"X4799";"32.8174";"35.76220"
"X4840";"32.8022";"35.74630"
"X4900";"32.7860";"35.43880"
"X4915";"32.7988";"35.68220"
"X5200";"32.7078";"35.17840"
"X5201";"32.7078";"35.17840"
"X5280";"32.7054";"35.32090"
"X5358";"32.7054";"35.40560"
"X5360";"32.7053";"35.40690"
"X5370";"32.7030";"35.50500"
"X5371";"32.6978";"35.51010"
"X5580";"32.6500";"35.28680"
"X5730";"32.6108";"35.14210"
"X5771";"32.6028";"35.30750"
"X5800";"32.6068";"35.28330"
"X5811";"32.5960";"35.27690"
"X5820";"32.5907";"35.41930"
"X5821";"32.5907";"35.41930"
"X5838";"32.5639";"35.39200"
"X5841";"32.5476";"35.39450"
"X5843";"32.5462";"35.39450"
"X5844";"32.5454";"35.39400"
"X5940";"32.5178";"35.42740"
"X6053";"32.4749";"35.42120"
"X6055";"32.4810";"35.41500"
"X6100";"32.4707";"35.50130"
"X6101";"32.4679";"35.48890"
"X6247";"32.1752";"35.09590"
"X6251";"32.1598";"35.35130"
"X6260";"32.1063";"35.17740"
"X6261";"32.1063";"35.17740"
"X6262";"32.1056";"35.21140"
"X6301";"31.9449";"35.14990"
"X6390";"31.8642";"35.21730"
"X6490";"31.8341";"34.96160"
"X6550";"31.8123";"35.13630"
"X6661";"31.7735";"35.29640"
"X6662";"31.7740";"35.29610"
"X6663";"31.7740";"35.29610"
"X6770";"31.7806";"35.22170"
"X6771";"31.7806";"35.22170"
"X7011";"31.7878";"35.12580"
"X7020";"31.7704";"35.19730"
"X7060";"31.7613";"34.96650"
"X7150";"31.7248";"34.97620"
"X7151";"31.7248";"34.97620"
"X7160";"31.7230";"35.17120"
"X7210";"31.6832";"35.02250"
"X7220";"31.6898";"34.97440"
"X7240";"31.7223";"35.10430"
"X7244";"31.6679";"35.12550"
"X7245";"31.6680";"35.12640"
"X7246";"31.6644";"35.12330"
"X7330";"31.5099";"34.64390"
"X7333";"31.5036";"34.64800"
"X7409";"31.3827";"34.87080"
"X7410";"31.3799";"34.86750"
"X7415";"31.3812";"34.87290"
"X7416";"31.3812";"34.87290"
"X7490";"31.3568";"35.06620"
"X7500";"31.3623";"34.71830"
"X7518";"31.3378";"35.03470"
"X7519";"31.3377";"35.03450"
"X7580";"31.3346";"34.66590"
"X7700";"31.3049";"34.52450"
"X7820";"31.2552";"35.21280"
"X7822";"31.2500";"35.18550"
"X7839";"31.2612";"34.80470"
"X7840";"31.2515";"34.79950"
"X7841";"31.2515";"34.79950"
"X7920";"31.2105";"34.46760"
"X7930";"31.2036";"34.53550"
"X7933";"31.2050";"34.92270"
"X7972";"31.0708";"34.85130"
"X7980";"31.0636";"35.03100"
"X8011";"31.0518";"34.72210"
"X8190";"30.8886";"34.62980"
"X8196";"30.9830";"34.70800"
"X8199";"30.9827";"34.70800"
"X8200";"30.8749";"34.46040"
"X8204";"30.7911";"34.47150"
"X8206";"30.8702";"34.79500"
"X8209";"30.8544";"34.78260"
"X8210";"30.8702";"34.79500"
"X8213";"30.6125";"34.79670"
"X8214";"30.7876";"34.77120"
"X8220";"30.6112";"34.80350"
"X8224";"30.7876";"34.77100"
"X8229";"30.6101";"34.80460"
"X8243";"30.0480";"35.02330"
"X8260";"33.2318";"35.63950"
"X8261";"33.2332";"35.63840"
"X8263";"33.2277";"35.63500"
"X8264";"33.2254";"35.63370"
"X8330";"33.1966";"35.65860"
"X8470";"33.1728";"35.61200"
"X8471";"33.1716";"35.61330"
"X8472";"33.1716";"35.61330"
"X8500";"33.1504";"35.62130"
"X8640";"33.0219";"35.57420"
"X8642";"33.0244";"35.57350"
"X8643";"33.0244";"35.57350"
"X8690";"32.9150";"35.51350"
"X8730";"32.8800";"35.65040"
"X8736";"32.8833";"35.57920"
"X8750";"32.8489";"35.52540"
"X8960";"32.7846";"35.63730"
"X9029";"32.7153";"35.56180"
"X9030";"32.7136";"35.56230"
"X9100";"32.7095";"35.57380"
"X9111";"32.7024";"35.58390"
"X9180";"32.6833";"35.60080"
"X9181";"32.6833";"35.60080"
"X9240";"32.6630";"35.58230"
"X9310";"32.4954";"35.54920"
"X9375";"32.4390";"35.51060"
"X9376";"32.4390";"35.51060"
"X9380";"32.4222";"35.52580"
"X9413";"32.0015";"35.45050"
"X9414";"31.9973";"35.45090"
"X9415";"31.9973";"35.45090"
"X9445";"31.8052";"35.50100"
"X9460";"31.5881";"35.39160"
"X9468";"31.4699";"35.39440"
"X9469";"31.4699";"35.39440"
"X9470";"31.4542";"35.38700"
"X9471";"31.4524";"35.38170"
"X9476";"31.4200";"35.38710"
"X9500";"31.2017";"35.36030"
"X9570";"31.0306";"35.39190"
"X9571";"31.0306";"35.39190"
"X9628";"30.7749";"35.23880"
"X9629";"30.7787";"35.23890"
"X9630";"30.7787";"35.23890"
"X9670";"30.6164";"35.19100"
"X9671";"30.6624";"35.23730"
"X9675";"30.6141";"35.18460"
"X9711";"30.3697";"35.15890"
"X9713";"30.3655";"35.14790"
"X9770";"29.8955";"35.06000"
"X9771";"29.8851";"35.07710"
"X9772";"29.8851";"35.07710"
"X9820";"29.7601";"34.98580"
"X9970";"29.5526";"34.95420"
"X9972";"29.5526";"34.95200"
"X9974";"29.5526";"34.95200"
"X1053";"32.6808";"34.95940"
"X1120";"32.6028";"35.09640"
"X3078";"31.8166";"34.72440"
"X3112";"31.7871";"34.80010"
"X4736";"32.9056";"35.74840"
"X7230";"31.6898";"34.97440"
"X8244";"30.0486";"35.02410"
"X8262";"33.2332";"35.63840"
"X9110";"32.7024";"35.58390"
"X9710";"30.3697";"35.15890"
"X9712";"30.3655";"35.14790"
